0.000000000000000000e+00 2.099999999999999922e-01 5.000000000000000278e-02
2.999999999999999645e+01 1.300000000000000044e-01 1.499999999999999944e-01
5.999999999999999289e+01 1.250000000000000000e-01 4.949999999999999956e-01
9.000000000000000000e+01 1.849999999999999978e-01 7.574999999999999512e-01
1.199999999999999858e+02 2.750000000000000222e-01 8.299999999999999600e-01
1.499999999999999716e+02 5.749999999999999556e-01 8.974999999999999645e-01
1.800000000000000000e+02 7.574999999999999512e-01 8.974999999999999645e-01
2.099999999999999716e+02 8.725000000000000533e-01 7.924999999999999822e-01
2.399999999999999716e+02 8.675000000000000488e-01 3.699999999999999956e-01
2.700000000000000000e+02 8.275000000000000133e-01 1.150000000000000050e-01
2.999999999999999432e+02 7.550000000000000044e-01 5.750000000000000250e-02
3.299999999999999432e+02 3.300000000000000155e-01 4.499999999999999833e-02
3.600000000000000000e+02 1.774999999999999911e-01 4.000000000000000083e-02
