0.000000000000000000e+00 3.950000000000000178e-01 3.200000000000000067e-01
2.999999999999999645e+01 2.750000000000000222e-01 4.400000000000000022e-01
5.999999999999999289e+01 3.524999999999999800e-01 5.899999999999999689e-01
9.000000000000000000e+01 3.699999999999999956e-01 6.724999999999999867e-01
1.199999999999999858e+02 4.450000000000000067e-01 6.700000000000000400e-01
1.499999999999999716e+02 4.074999999999999734e-01 6.850000000000000533e-01
1.800000000000000000e+02 5.474999999999999867e-01 7.025000000000000133e-01
2.099999999999999716e+02 6.700000000000000400e-01 5.875000000000000222e-01
2.399999999999999716e+02 6.450000000000000178e-01 4.974999999999999978e-01
2.700000000000000000e+02 5.649999999999999467e-01 3.474999999999999756e-01
2.999999999999999432e+02 4.974999999999999978e-01 3.325000000000000178e-01
3.299999999999999432e+02 5.374999999999999778e-01 2.824999999999999734e-01
3.600000000000000000e+02 4.149999999999999800e-01 3.524999999999999800e-01
