0.000000000000000000e+00 3.524999999999999800e-01 3.750000000000000000e-01
2.999999999999999645e+01 3.925000000000000155e-01 5.424999999999999822e-01
5.999999999999999289e+01 3.549999999999999822e-01 5.500000000000000444e-01
9.000000000000000000e+01 4.475000000000000089e-01 6.500000000000000222e-01
1.199999999999999858e+02 4.774999999999999800e-01 6.125000000000000444e-01
1.499999999999999716e+02 4.749999999999999778e-01 6.474999999999999645e-01
1.800000000000000000e+02 5.699999999999999512e-01 6.049999999999999822e-01
2.099999999999999716e+02 5.300000000000000266e-01 5.274999999999999689e-01
2.399999999999999716e+02 5.350000000000000311e-01 4.874999999999999889e-01
2.700000000000000000e+02 5.074999999999999512e-01 3.250000000000000111e-01
2.999999999999999432e+02 4.974999999999999978e-01 3.775000000000000022e-01
3.299999999999999432e+02 4.199999999999999845e-01 3.225000000000000089e-01
3.600000000000000000e+02 4.224999999999999867e-01 4.025000000000000244e-01
