0.000000000000000000e+00 4.000000000000000083e-02 0.000000000000000000e+00
2.999999999999999645e+01 2.999999999999999889e-02 2.249999999999999917e-02
5.999999999999999289e+01 2.249999999999999917e-02 4.874999999999999889e-01
9.000000000000000000e+01 5.500000000000000028e-02 9.300000000000000488e-01
1.199999999999999858e+02 1.575000000000000011e-01 9.749999999999999778e-01
1.499999999999999716e+02 7.275000000000000355e-01 9.949999999999999956e-01
1.800000000000000000e+02 8.950000000000000178e-01 9.875000000000000444e-01
2.099999999999999716e+02 7.199999999999999734e-01 9.825000000000000400e-01
2.399999999999999716e+02 7.700000000000000178e-01 4.450000000000000067e-01
2.700000000000000000e+02 6.925000000000000044e-01 1.250000000000000069e-02
2.999999999999999432e+02 5.524999999999999911e-01 2.500000000000000052e-03
3.299999999999999432e+02 3.400000000000000244e-01 0.000000000000000000e+00
3.600000000000000000e+02 4.250000000000000305e-02 0.000000000000000000e+00
