0.000000000000000000e+00 4.799999999999999822e-01 4.849999999999999867e-01
2.999999999999999645e+01 4.625000000000000222e-01 5.024999999999999467e-01
5.999999999999999289e+01 4.475000000000000089e-01 4.749999999999999778e-01
9.000000000000000000e+01 4.074999999999999734e-01 4.824999999999999845e-01
1.199999999999999858e+02 4.699999999999999734e-01 4.974999999999999978e-01
1.499999999999999716e+02 4.699999999999999734e-01 5.000000000000000000e-01
1.800000000000000000e+02 4.799999999999999822e-01 4.949999999999999956e-01
2.099999999999999716e+02 4.675000000000000266e-01 5.124999999999999556e-01
2.399999999999999716e+02 4.450000000000000067e-01 5.050000000000000044e-01
2.700000000000000000e+02 4.475000000000000089e-01 4.899999999999999911e-01
2.999999999999999432e+02 4.849999999999999867e-01 5.200000000000000178e-01
3.299999999999999432e+02 4.849999999999999867e-01 5.400000000000000355e-01
3.600000000000000000e+02 4.625000000000000222e-01 5.524999999999999911e-01
