0.000000000000000000e+00 3.875000000000000111e-01 3.775000000000000022e-01
2.999999999999999645e+01 3.250000000000000111e-01 3.699999999999999956e-01
5.999999999999999289e+01 3.400000000000000244e-01 2.899999999999999800e-01
9.000000000000000000e+01 3.425000000000000266e-01 2.550000000000000044e-01
1.199999999999999858e+02 2.974999999999999867e-01 3.300000000000000155e-01
1.499999999999999716e+02 2.949999999999999845e-01 2.725000000000000200e-01
1.800000000000000000e+02 2.700000000000000178e-01 3.250000000000000111e-01
2.099999999999999716e+02 2.974999999999999867e-01 3.599999999999999867e-01
2.399999999999999716e+02 2.974999999999999867e-01 4.050000000000000266e-01
2.700000000000000000e+02 2.849999999999999756e-01 4.274999999999999911e-01
2.999999999999999432e+02 3.250000000000000111e-01 3.900000000000000133e-01
3.299999999999999432e+02 3.474999999999999756e-01 3.624999999999999889e-01
3.600000000000000000e+02 3.599999999999999867e-01 3.900000000000000133e-01
