0.000000000000000000e+00 3.624999999999999889e-01 3.624999999999999889e-01
2.999999999999999645e+01 3.474999999999999756e-01 4.799999999999999822e-01
5.999999999999999289e+01 3.875000000000000111e-01 5.474999999999999867e-01
9.000000000000000000e+01 4.174999999999999822e-01 6.450000000000000178e-01
1.199999999999999858e+02 5.124999999999999556e-01 6.424999999999999600e-01
1.499999999999999716e+02 4.899999999999999911e-01 7.125000000000000222e-01
1.800000000000000000e+02 4.575000000000000178e-01 6.650000000000000355e-01
2.099999999999999716e+02 5.625000000000000000e-01 5.474999999999999867e-01
2.399999999999999716e+02 5.100000000000000089e-01 4.774999999999999800e-01
2.700000000000000000e+02 4.675000000000000266e-01 4.224999999999999867e-01
2.999999999999999432e+02 5.100000000000000089e-01 3.825000000000000067e-01
3.299999999999999432e+02 4.724999999999999756e-01 3.125000000000000000e-01
3.600000000000000000e+02 4.149999999999999800e-01 3.574999999999999845e-01
