0.000000000000000000e+00 6.600000000000000311e-01 6.300000000000000044e-01
2.999999999999999645e+01 6.274999999999999467e-01 6.324999999999999512e-01
5.999999999999999289e+01 6.424999999999999600e-01 6.099999999999999867e-01
9.000000000000000000e+01 6.350000000000000089e-01 6.350000000000000089e-01
1.199999999999999858e+02 6.424999999999999600e-01 5.999999999999999778e-01
1.499999999999999716e+02 6.574999999999999734e-01 6.274999999999999467e-01
1.800000000000000000e+02 5.999999999999999778e-01 6.175000000000000488e-01
2.099999999999999716e+02 6.274999999999999467e-01 6.300000000000000044e-01
2.399999999999999716e+02 6.025000000000000355e-01 7.075000000000000178e-01
2.700000000000000000e+02 6.400000000000000133e-01 6.374999999999999556e-01
2.999999999999999432e+02 6.450000000000000178e-01 6.274999999999999467e-01
3.299999999999999432e+02 6.374999999999999556e-01 6.474999999999999645e-01
3.600000000000000000e+02 6.474999999999999645e-01 6.400000000000000133e-01
