0.000000000000000000e+00 5.825000000000000178e-01 5.224999999999999645e-01
2.999999999999999645e+01 5.725000000000000089e-01 5.200000000000000178e-01
5.999999999999999289e+01 5.949999999999999734e-01 4.525000000000000133e-01
9.000000000000000000e+01 5.699999999999999512e-01 4.525000000000000133e-01
1.199999999999999858e+02 5.200000000000000178e-01 4.274999999999999911e-01
1.499999999999999716e+02 4.824999999999999845e-01 4.324999999999999956e-01
1.800000000000000000e+02 5.024999999999999467e-01 4.724999999999999756e-01
2.099999999999999716e+02 4.824999999999999845e-01 4.550000000000000155e-01
2.399999999999999716e+02 4.749999999999999778e-01 5.274999999999999689e-01
2.700000000000000000e+02 5.350000000000000311e-01 5.699999999999999512e-01
2.999999999999999432e+02 5.925000000000000266e-01 6.025000000000000355e-01
3.299999999999999432e+02 6.125000000000000444e-01 5.875000000000000222e-01
3.600000000000000000e+02 6.474999999999999645e-01 5.250000000000000222e-01
