8.400000000000000000e+09,-7.584954639490000261e+01,1.162800394049999966e+02
8.400125000000000000e+09,-7.766397128580000242e+01,9.919916824320000615e+01
8.400250000000000000e+09,-7.391566059839999525e+01,1.195970995440000024e+02
8.400375000000000000e+09,-7.626471470750000492e+01,1.137846541730000069e+02
8.400500000000000000e+09,-7.357194223429999624e+01,1.093979260269999969e+02
8.400625000000000000e+09,-7.360443511299999386e+01,1.186509437219999938e+02
8.400750000000000000e+09,-7.441074395969999955e+01,1.071978739200000064e+02
8.400875000000000000e+09,-7.698809459800000354e+01,1.172422288470000069e+02
8.401000000000000000e+09,-7.637972378739999613e+01,1.024398548190000042e+02
8.401125000000000000e+09,-7.400281891829999381e+01,1.112707101999999963e+02
8.401250000000000000e+09,-7.655154883149999989e+01,9.330603649479999717e+01
8.401375000000000000e+09,-7.582912742790000493e+01,1.177264439159999938e+02
8.401500000000000000e+09,-7.604350203110000450e+01,1.111090499000000023e+02
8.401625000000000000e+09,-7.575260023949999777e+01,1.110110784320000050e+02
8.401750000000000000e+09,-7.436066890600000079e+01,1.016971056720000064e+02
8.401875000000000000e+09,-7.719795648859999915e+01,1.213529414420000023e+02
8.402000000000000000e+09,-7.565507829720000643e+01,1.071533571509999945e+02
8.402125000000000000e+09,-7.581291129689999764e+01,1.020810997090000001e+02
8.402250000000000000e+09,-7.457422633599999529e+01,1.165125512670000063e+02
8.402375000000000000e+09,-7.736143018449999431e+01,1.230621233050000001e+02
8.402500000000000000e+09,-7.527781670420000637e+01,1.183465956099999943e+02
8.402625000000000000e+09,-7.845238238749999482e+01,1.234313501919999965e+02
8.402750000000000000e+09,-7.495146646429999748e+01,1.149605843429999936e+02
8.402875000000000000e+09,-7.406150301009999737e+01,1.089526366169999960e+02
8.403000000000000000e+09,-7.794709791459999337e+01,1.264912694700000060e+02
8.403125000000000000e+09,-7.691390932509999345e+01,1.114906501060000039e+02
8.403250000000000000e+09,-7.420649013070000422e+01,1.047984787049999937e+02
8.403375000000000000e+09,-7.544922566050000512e+01,1.059475777829999998e+02
8.403500000000000000e+09,-7.766992114100000322e+01,1.272550293329999960e+02
8.403625000000000000e+09,-7.462015601230000073e+01,9.585458185119999541e+01
8.403750000000000000e+09,-7.420530807359999415e+01,1.134806733350000059e+02
8.403875000000000000e+09,-7.296467442239999457e+01,1.145869294179999969e+02
8.404000000000000000e+09,-7.337629358549999381e+01,1.077504417530000040e+02
8.404125000000000000e+09,-7.659468364880000024e+01,1.115083402759999984e+02
8.404250000000000000e+09,-7.376666207789999419e+01,1.085044228400000037e+02
8.404375000000000000e+09,-7.365913009839999859e+01,1.181401706959999984e+02
8.404500000000000000e+09,-7.662026285509999468e+01,1.065897556599999945e+02
8.404625000000000000e+09,-7.422327233430000604e+01,1.229561794640000016e+02
8.404750000000000000e+09,-7.402939448029999880e+01,1.024021833949999944e+02
8.404875000000000000e+09,-7.481321066430000144e+01,1.118192604449999976e+02
8.405000000000000000e+09,-7.548063297790000092e+01,1.096465440569999998e+02
8.405125000000000000e+09,-7.614373433490000309e+01,1.200326668059999946e+02
8.405250000000000000e+09,-7.587501339150000490e+01,1.035414887259999972e+02
8.405375000000000000e+09,-7.496332549359999575e+01,1.180547846519999950e+02
8.405500000000000000e+09,-7.554699964520000321e+01,1.231790235370000062e+02
8.405625000000000000e+09,-7.621079341979999811e+01,9.955979479100000162e+01
8.405750000000000000e+09,-7.438354127559999540e+01,1.293425250390000087e+02
8.405875000000000000e+09,-7.518688052129999733e+01,1.084875560910000019e+02
8.406000000000000000e+09,-7.487246138700000131e+01,1.036935518639999998e+02
8.406125000000000000e+09,-7.664918186200000605e+01,1.345146945650000134e+02
8.406250000000000000e+09,-7.554666241249999814e+01,1.110563114899999988e+02
8.406375000000000000e+09,-7.327621044459999666e+01,9.779395369280000239e+01
8.406500000000000000e+09,-7.718900469279999754e+01,1.152109774900000048e+02
8.406625000000000000e+09,-7.476998211939999806e+01,1.038925675189999964e+02
8.406750000000000000e+09,-7.451095086029999948e+01,1.026068100819999955e+02
8.406875000000000000e+09,-7.365647521379999318e+01,1.094201236359999996e+02
8.407000000000000000e+09,-7.659907253049999554e+01,1.124226240139999931e+02
8.407125000000000000e+09,-7.520319424880000270e+01,1.271812715730000036e+02
8.407250000000000000e+09,-7.470946051980000391e+01,1.128567210509999938e+02
8.407375000000000000e+09,-7.680731811520000463e+01,1.179103554149999979e+02
8.407500000000000000e+09,-7.703748823840000171e+01,9.247120349120000071e+01
8.407625000000000000e+09,-7.622801853679999340e+01,1.246206555370000046e+02
8.407750000000000000e+09,-7.522391418789999307e+01,1.219121266089999978e+02
8.407875000000000000e+09,-7.340437701659999448e+01,1.257382094010000060e+02
8.408000000000000000e+09,-7.472091335039999649e+01,1.103499761530000001e+02
8.408125000000000000e+09,-7.612617382269999666e+01,1.220225376260000019e+02
8.408250000000000000e+09,-7.914673565079999662e+01,1.080230497750000040e+02
8.408375000000000000e+09,-7.493151273430000003e+01,1.090792747969999965e+02
8.408500000000000000e+09,-7.612182438380000349e+01,9.711519520269999362e+01
8.408625000000000000e+09,-7.636823379999999872e+01,1.014902426000000020e+02
8.408750000000000000e+09,-7.799840406890000111e+01,1.174693888770000001e+02
8.408875000000000000e+09,-7.550370155849999776e+01,9.734487636500000463e+01
8.409000000000000000e+09,-7.412615388790000281e+01,1.271805418489999937e+02
8.409125000000000000e+09,-7.399036501669999666e+01,1.146244473010000036e+02
8.409250000000000000e+09,-7.521975681349999832e+01,1.227271975649999973e+02
8.409375000000000000e+09,-7.592611310060000562e+01,1.236436265929999934e+02
