8.400000000000000355e+00,-7.464225810000000649e+01
8.400124999999999176e+00,-7.513234730000000638e+01
8.400249999999999773e+00,-7.631728859999999770e+01
8.400375000000000369e+00,-7.408122550000000217e+01
8.400499999999999190e+00,-7.475553929999999525e+01
8.400624999999999787e+00,-7.433740910000000213e+01
8.400750000000000384e+00,-7.411764839999999310e+01
8.400874999999999204e+00,-7.616907879999999409e+01
8.400999999999999801e+00,-7.329678490000000579e+01
8.401125000000000398e+00,-7.549295659999999941e+01
8.401249999999999218e+00,-7.379332770000000608e+01
8.401374999999999815e+00,-7.494380010000000425e+01
8.401500000000000412e+00,-7.647740140000000508e+01
8.401624999999999233e+00,-7.449239079999999547e+01
8.401749999999999829e+00,-7.420306069999999465e+01
8.401875000000000426e+00,-7.237481370000000425e+01
8.401999999999999247e+00,-7.408486999999999512e+01
8.402124999999999844e+00,-7.329182869999999639e+01
8.402250000000000441e+00,-7.489111250000000553e+01
8.402374999999999261e+00,-7.319682339999999954e+01
8.402499999999999858e+00,-7.511167609999999684e+01
8.402625000000000455e+00,-7.339941460000000006e+01
8.402749999999999275e+00,-7.439154320000000098e+01
8.402874999999999872e+00,-7.529207660000000146e+01
8.403000000000000469e+00,-7.436764209999999764e+01
8.403124999999999289e+00,-7.408164240000000689e+01
8.403249999999999886e+00,-7.418803420000000415e+01
8.403375000000000483e+00,-7.355334209999999473e+01
8.403499999999999304e+00,-7.438830590000000598e+01
8.403624999999999901e+00,-7.351204690000000141e+01
8.403750000000000497e+00,-7.482502039999999965e+01
8.403874999999999318e+00,-7.244831670000000656e+01
8.403999999999999915e+00,-7.381223559999999395e+01
8.404125000000000512e+00,-7.316734839999999451e+01
8.404249999999999332e+00,-7.433213829999999689e+01
8.404374999999999929e+00,-7.406981070000000500e+01
8.404500000000000526e+00,-7.455884949999999378e+01
8.404624999999999346e+00,-7.306961490000000481e+01
8.404749999999999943e+00,-7.229688430000000210e+01
8.404875000000000540e+00,-7.843972089999999753e+01
8.404999999999999361e+00,-7.678555330000000367e+01
8.405124999999999957e+00,-7.380805390000000443e+01
8.405250000000000554e+00,-7.416633439999999666e+01
8.405374999999999375e+00,-7.702874749999999437e+01
8.405499999999999972e+00,-7.433249709999999766e+01
8.405625000000000568e+00,-7.308648879999999792e+01
8.405749999999999389e+00,-7.366859809999999698e+01
8.405874999999999986e+00,-7.242511810000000594e+01
8.406000000000000583e+00,-7.457954250000000229e+01
8.406124999999999403e+00,-7.077298519999999371e+01
8.406250000000000000e+00,-7.390389100000000155e+01
8.406375000000000597e+00,-7.417484299999999564e+01
8.406499999999999417e+00,-7.341534179999999310e+01
8.406625000000000014e+00,-7.501164679999999407e+01
8.406750000000000611e+00,-7.319889650000000358e+01
8.406874999999999432e+00,-7.465896899999999903e+01
8.407000000000000028e+00,-7.241736380000000395e+01
