 02-04-18,00:00:00,1.037750E-2
 02-04-18,00:01:00,1.034620E-2
 02-04-18,00:02:00,1.034960E-2
 02-04-18,00:03:00,1.036420E-2
 02-04-18,00:04:01,1.034600E-2
 02-04-18,00:05:01,1.034900E-2
 02-04-18,00:06:01,1.037000E-2
 02-04-18,00:07:01,1.037140E-2
 02-04-18,00:08:01,1.037660E-2
 02-04-18,00:09:01,1.035280E-2
 02-04-18,00:10:01,1.035650E-2
 02-04-18,00:11:02,1.035780E-2
 02-04-18,00:12:02,1.034500E-2
 02-04-18,00:13:02,1.034090E-2
 02-04-18,00:14:02,1.033910E-2
 02-04-18,00:15:02,1.034320E-2
 02-04-18,00:16:02,1.036700E-2
 02-04-18,00:17:02,1.033150E-2
 02-04-18,00:18:02,1.034700E-2
 02-04-18,00:19:03,1.037070E-2
 02-04-18,00:20:03,1.035600E-2
 02-04-18,00:21:03,1.035940E-2
 02-04-18,00:22:03,1.037160E-2
 02-04-18,00:23:03,1.035450E-2
 02-04-18,00:24:03,1.036180E-2
 02-04-18,00:25:04,1.035390E-2
 02-04-18,00:26:04,1.036330E-2
 02-04-18,00:27:04,1.038600E-2
 02-04-18,00:28:04,1.034810E-2
 02-04-18,00:29:04,1.035470E-2
 02-04-18,00:30:05,1.034200E-2
 02-04-18,00:31:05,1.036020E-2
 02-04-18,00:32:05,1.036710E-2
 02-04-18,00:33:05,1.034970E-2
 02-04-18,00:34:05,1.036890E-2
 02-04-18,00:35:05,1.035710E-2
 02-04-18,00:36:05,1.034810E-2
 02-04-18,00:37:05,1.035160E-2
 02-04-18,00:38:06,1.035130E-2
 02-04-18,00:39:06,1.035810E-2
 02-04-18,00:40:06,1.034420E-2
 02-04-18,00:41:06,1.037230E-2
 02-04-18,00:42:06,1.036210E-2
 02-04-18,00:43:06,1.035870E-2
 02-04-18,00:44:06,1.035800E-2
 02-04-18,00:45:06,1.036740E-2
 02-04-18,00:46:06,1.036050E-2
 02-04-18,00:47:06,1.033540E-2
 02-04-18,00:48:07,1.033810E-2
 02-04-18,00:49:07,1.033580E-2
 02-04-18,00:50:07,1.032760E-2
 02-04-18,00:51:07,1.033990E-2
 02-04-18,00:52:07,1.034130E-2
 02-04-18,00:53:07,1.035310E-2
 02-04-18,00:54:07,1.033760E-2
 02-04-18,00:55:08,1.035990E-2
 02-04-18,00:56:08,1.037010E-2
 02-04-18,00:57:08,1.033740E-2
 02-04-18,00:58:08,1.034100E-2
 02-04-18,00:59:08,1.033310E-2
 02-04-18,01:00:08,1.031980E-2
 02-04-18,01:01:08,1.033790E-2
 02-04-18,01:02:08,1.031490E-2
 02-04-18,01:03:08,1.033140E-2
 02-04-18,01:04:08,1.030980E-2
 02-04-18,01:05:08,1.031900E-2
 02-04-18,01:06:08,1.032370E-2
 02-04-18,01:07:09,1.030270E-2
 02-04-18,01:08:09,1.030820E-2
 02-04-18,01:09:09,1.030250E-2
 02-04-18,01:10:09,1.029060E-2
 02-04-18,01:11:09,1.030380E-2
 02-04-18,01:12:09,1.028920E-2
 02-04-18,01:13:09,1.031050E-2
 02-04-18,01:14:09,1.031520E-2
 02-04-18,01:15:09,1.030810E-2
 02-04-18,01:16:09,1.030490E-2
 02-04-18,01:17:09,1.027830E-2
 02-04-18,01:18:09,1.028310E-2
 02-04-18,01:19:10,1.028590E-2
 02-04-18,01:20:10,1.030860E-2
 02-04-18,01:21:10,1.028000E-2
 02-04-18,01:22:10,1.030310E-2
 02-04-18,01:23:10,1.029540E-2
 02-04-18,01:24:10,1.028630E-2
 02-04-18,01:25:10,1.031270E-2
 02-04-18,01:26:11,1.027570E-2
 02-04-18,01:27:11,1.029280E-2
 02-04-18,01:28:11,1.030100E-2
 02-04-18,01:29:11,1.028790E-2
 02-04-18,01:30:11,1.029660E-2
 02-04-18,01:31:12,1.029690E-2
 02-04-18,01:32:12,1.031070E-2
 02-04-18,01:33:12,1.033020E-2
 02-04-18,01:34:12,1.030920E-2
 02-04-18,01:35:12,1.029540E-2
 02-04-18,01:36:12,1.028410E-2
 02-04-18,01:37:12,1.033330E-2
 02-04-18,01:38:12,1.028870E-2
 02-04-18,01:39:13,1.031360E-2
 02-04-18,01:40:13,1.031880E-2
 02-04-18,01:41:13,1.030750E-2
 02-04-18,01:42:13,1.029450E-2
 02-04-18,01:43:13,1.027680E-2
 02-04-18,01:44:13,1.029450E-2
 02-04-18,01:45:13,1.031070E-2
 02-04-18,01:46:13,1.031380E-2
 02-04-18,01:47:13,1.029730E-2
 02-04-18,01:48:13,1.031050E-2
 02-04-18,01:49:13,1.031030E-2
 02-04-18,01:50:13,1.029530E-2
 02-04-18,01:51:14,1.030750E-2
 02-04-18,01:52:14,1.028760E-2
 02-04-18,01:53:14,1.027430E-2
 02-04-18,01:54:14,1.027780E-2
 02-04-18,01:55:14,1.028070E-2
